"drug","disease","classification","notes","drug_url","disease_url"
"Celecoxib","kidney cancer","SYM","","http://www.drugbank.ca/drugs/DB00482","http://www.disease-ontology.org/term/DOID%3A263"
"Celecoxib","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00482","http://www.disease-ontology.org/term/DOID%3A8398"
"Celecoxib","prostate cancer","SYM","","http://www.drugbank.ca/drugs/DB00482","http://www.disease-ontology.org/term/DOID%3A10283"
"Celecoxib","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00482","http://www.disease-ontology.org/term/DOID%3A7148"
"Celecoxib","systemic lupus erythematosus","SYM","","http://www.drugbank.ca/drugs/DB00482","http://www.disease-ontology.org/term/DOID%3A9074"
"Celecoxib","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB00482","http://www.disease-ontology.org/term/DOID%3A418"
"Cephalexin","chronic kidney failure","NOT","","http://www.drugbank.ca/drugs/DB00567","http://www.disease-ontology.org/term/DOID%3A784"
"Cetirizine","allergic rhinitis","DM","","http://www.drugbank.ca/drugs/DB00341","http://www.disease-ontology.org/term/DOID%3A4481"
"Chenodeoxycholic acid","primary biliary cirrhosis","SYM","","http://www.drugbank.ca/drugs/DB06777","http://www.disease-ontology.org/term/DOID%3A12236"
"Chlorambucil","breast cancer","DM","","http://www.drugbank.ca/drugs/DB00291","http://www.disease-ontology.org/term/DOID%3A1612"
"Chlorambucil","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00291","http://www.disease-ontology.org/term/DOID%3A2531"
"Chlorambucil","ovarian cancer","DM","","http://www.drugbank.ca/drugs/DB00291","http://www.disease-ontology.org/term/DOID%3A2394"
"Chlorambucil","testicular cancer","DM","","http://www.drugbank.ca/drugs/DB00291","http://www.disease-ontology.org/term/DOID%3A2998"
"Chlordiazepoxide","alcohol dependence","SYM","","http://www.drugbank.ca/drugs/DB00475","http://www.disease-ontology.org/term/DOID%3A0050741"
"Chlorothiazide","hypertension","DM","","http://www.drugbank.ca/drugs/DB00880","http://www.disease-ontology.org/term/DOID%3A10763"
"Chlorpromazine","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00477","http://www.disease-ontology.org/term/DOID%3A3312"
"Chlorpromazine","conduct disorder","SYM","","http://www.drugbank.ca/drugs/DB00477","http://www.disease-ontology.org/term/DOID%3A12995"
"Chlorpromazine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00477","http://www.disease-ontology.org/term/DOID%3A5419"
"Chlorpropamide","type 2 diabetes mellitus","NOT"," no longer recommended due to side effects","http://www.drugbank.ca/drugs/DB00672","http://www.disease-ontology.org/term/DOID%3A9352"
"Chlorthalidone","hypertension","DM","","http://www.drugbank.ca/drugs/DB00310","http://www.disease-ontology.org/term/DOID%3A10763"
"Cholecalciferol","chronic kidney failure","SYM","","http://www.drugbank.ca/drugs/DB00169","http://www.disease-ontology.org/term/DOID%3A784"
"Cholecalciferol","osteoporosis","SYM","","http://www.drugbank.ca/drugs/DB00169","http://www.disease-ontology.org/term/DOID%3A11476"
"Cholecalciferol","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00169","http://www.disease-ontology.org/term/DOID%3A8893"
"Cholecalciferol","ulcerative colitis","SYM","","http://www.drugbank.ca/drugs/DB00169","http://www.disease-ontology.org/term/DOID%3A8577"
"Choline","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00122","http://www.disease-ontology.org/term/DOID%3A8398"
"Choline","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00122","http://www.disease-ontology.org/term/DOID%3A7148"
"Ciclesonide","asthma","DM","","http://www.drugbank.ca/drugs/DB01410","http://www.disease-ontology.org/term/DOID%3A2841"
"Cilostazol","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB01166","http://www.disease-ontology.org/term/DOID%3A418"
"Cimetidine","obesity","NOT","","http://www.drugbank.ca/drugs/DB00501","http://www.disease-ontology.org/term/DOID%3A9970"
"Cinacalcet","chronic kidney failure","SYM","","http://www.drugbank.ca/drugs/DB01012","http://www.disease-ontology.org/term/DOID%3A784"
"Ciprofloxacin","asthma","SYM","acute exac","http://www.drugbank.ca/drugs/DB00537","http://www.disease-ontology.org/term/DOID%3A2841"
"Ciprofloxacin","chronic obstructive pulmonary disease","SYM","","http://www.drugbank.ca/drugs/DB00537","http://www.disease-ontology.org/term/DOID%3A3083"
"Ciprofloxacin","prostate cancer","NOT","in research","http://www.drugbank.ca/drugs/DB00537","http://www.disease-ontology.org/term/DOID%3A10283"
"Ciprofloxacin","ulcerative colitis","NOT","","http://www.drugbank.ca/drugs/DB00537","http://www.disease-ontology.org/term/DOID%3A8577"
"Cisplatin","bone cancer","DM","","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A184"
"Cisplatin","esophageal cancer","DM","","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A5041"
"Cisplatin","germ cell cancer","DM","","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A2994"
"Cisplatin","hematologic cancer","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A2531"
"Cisplatin","lung cancer","DM","","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A1324"
"Cisplatin","peripheral nervous system neoplasm","DM","","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A1192"
"Cisplatin","testicular cancer","DM","","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A2998"
"Cisplatin","urinary bladder cancer","DM","","http://www.drugbank.ca/drugs/DB00515","http://www.disease-ontology.org/term/DOID%3A11054"
"Citalopram","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB00215","http://www.disease-ontology.org/term/DOID%3A14330"
"Citalopram","alcohol dependence","SYM","","http://www.drugbank.ca/drugs/DB00215","http://www.disease-ontology.org/term/DOID%3A0050741"
"Citalopram","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00215","http://www.disease-ontology.org/term/DOID%3A3312"
"Citalopram","endogenous depression","SYM","","http://www.drugbank.ca/drugs/DB00215","http://www.disease-ontology.org/term/DOID%3A1595"
"Citalopram","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB00215","http://www.disease-ontology.org/term/DOID%3A594"
"Cladribine","hematologic cancer","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00242","http://www.disease-ontology.org/term/DOID%3A2531"
"Cladribine","multiple sclerosis","DM","in research","http://www.drugbank.ca/drugs/DB00242","http://www.disease-ontology.org/term/DOID%3A2377"
"Clindamycin","allergic rhinitis","NOT","","http://www.drugbank.ca/drugs/DB01190","http://www.disease-ontology.org/term/DOID%3A4481"
"Clindamycin","atopic dermatitis","NOT","for superimpsoed infections","http://www.drugbank.ca/drugs/DB01190","http://www.disease-ontology.org/term/DOID%3A3310"
"Clindamycin","malaria","DM","","http://www.drugbank.ca/drugs/DB01190","http://www.disease-ontology.org/term/DOID%3A12365"
"Clobazam","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB00349","http://www.disease-ontology.org/term/DOID%3A1826"
"Clobetasol propionate","psoriasis","DM","","http://www.drugbank.ca/drugs/DB01013","http://www.disease-ontology.org/term/DOID%3A8893"
"Clofarabine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00631","http://www.disease-ontology.org/term/DOID%3A2531"
"Clomifene","azoospermia","SYM","","http://www.drugbank.ca/drugs/DB00882","http://www.disease-ontology.org/term/DOID%3A14227"
"Clomipramine","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB01242","http://www.disease-ontology.org/term/DOID%3A594"
"Clonazepam","Parkinson's disease","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A14330"
"Clonazepam","autistic disorder","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A12849"
"Clonazepam","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A3312"
"Clonazepam","epilepsy syndrome","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A1826"
"Clonazepam","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A2377"
"Clonazepam","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A8398"
"Clonazepam","panic disorder","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A594"
"Clonazepam","restless legs syndrome","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A0050425"
"Clonazepam","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB01068","http://www.disease-ontology.org/term/DOID%3A5419"
"Clonidine","Gilles de la Tourette syndrome","SYM","","http://www.drugbank.ca/drugs/DB00575","http://www.disease-ontology.org/term/DOID%3A11119"
"Clonidine","attention deficit hyperactivity disorder","SYM","","http://www.drugbank.ca/drugs/DB00575","http://www.disease-ontology.org/term/DOID%3A1094"
"Clonidine","autistic disorder","SYM","","http://www.drugbank.ca/drugs/DB00575","http://www.disease-ontology.org/term/DOID%3A12849"
"Clonidine","glaucoma","DM","","http://www.drugbank.ca/drugs/DB00575","http://www.disease-ontology.org/term/DOID%3A1686"
"Clonidine","hypertension","DM","","http://www.drugbank.ca/drugs/DB00575","http://www.disease-ontology.org/term/DOID%3A10763"
"Clonidine","restless legs syndrome","SYM","","http://www.drugbank.ca/drugs/DB00575","http://www.disease-ontology.org/term/DOID%3A0050425"
"Clopidogrel","atherosclerosis","NOT","","http://www.drugbank.ca/drugs/DB00758","http://www.disease-ontology.org/term/DOID%3A1936"
"Clopidogrel","coronary artery disease","DM","Pilot classification: disease-modifying; Pilot notes: helps to prevent disease worsening","http://www.drugbank.ca/drugs/DB00758","http://www.disease-ontology.org/term/DOID%3A3393"
"Clopidogrel","hypertension","NOT","","http://www.drugbank.ca/drugs/DB00758","http://www.disease-ontology.org/term/DOID%3A10763"
"Clopidogrel","kidney cancer","NOT","","http://www.drugbank.ca/drugs/DB00758","http://www.disease-ontology.org/term/DOID%3A263"
"Clozapine","bipolar disorder","SYM","","http://www.drugbank.ca/drugs/DB00363","http://www.disease-ontology.org/term/DOID%3A3312"
"Clozapine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00363","http://www.disease-ontology.org/term/DOID%3A5419"
"Cocaine","dental caries","NOT","Pilot classification: symptomatic; Pilot notes:","http://www.drugbank.ca/drugs/DB00907","http://www.disease-ontology.org/term/DOID%3A216"
"Codeine","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00318","http://www.disease-ontology.org/term/DOID%3A8398"
"Colchicine","gout","SYM","acute flares","http://www.drugbank.ca/drugs/DB01394","http://www.disease-ontology.org/term/DOID%3A13189"
"Colchicine","primary biliary cirrhosis","NOT","","http://www.drugbank.ca/drugs/DB01394","http://www.disease-ontology.org/term/DOID%3A12236"
"Colchicine","systemic scleroderma","NOT","","http://www.drugbank.ca/drugs/DB01394","http://www.disease-ontology.org/term/DOID%3A418"
"Conjugated Estrogens","breast cancer","NOT","","http://www.drugbank.ca/drugs/DB00286","http://www.disease-ontology.org/term/DOID%3A1612"
"Conjugated Estrogens","osteoporosis","DM","Pilot classification: disease-modifying; Pilot notes:","http://www.drugbank.ca/drugs/DB00286","http://www.disease-ontology.org/term/DOID%3A11476"
"Conjugated Estrogens","prostate cancer","NOT","in research","http://www.drugbank.ca/drugs/DB00286","http://www.disease-ontology.org/term/DOID%3A10283"
"Crizotinib","lung cancer","DM","","http://www.drugbank.ca/drugs/DB08865","http://www.disease-ontology.org/term/DOID%3A1324"
"Cromoglicic acid","asthma","DM","","http://www.drugbank.ca/drugs/DB01003","http://www.disease-ontology.org/term/DOID%3A2841"
"Cyclobenzaprine","ankylosing spondylitis","SYM","","http://www.drugbank.ca/drugs/DB00924","http://www.disease-ontology.org/term/DOID%3A7147"
"Cyclobenzaprine","migraine","SYM","","http://www.drugbank.ca/drugs/DB00924","http://www.disease-ontology.org/term/DOID%3A6364"
"Cyclobenzaprine","osteoarthritis","SYM","","http://www.drugbank.ca/drugs/DB00924","http://www.disease-ontology.org/term/DOID%3A8398"
"Cyclobenzaprine","rheumatoid arthritis","SYM","","http://www.drugbank.ca/drugs/DB00924","http://www.disease-ontology.org/term/DOID%3A7148"
"Cyclobenzaprine","systemic lupus erythematosus","SYM","","http://www.drugbank.ca/drugs/DB00924","http://www.disease-ontology.org/term/DOID%3A9074"
"Cyclobenzaprine","systemic scleroderma","SYM","","http://www.drugbank.ca/drugs/DB00924","http://www.disease-ontology.org/term/DOID%3A418"
"Cyclosporine","focal segmental glomerulosclerosis","DM","","http://www.drugbank.ca/drugs/DB00091","http://www.disease-ontology.org/term/DOID%3A1312"
"Cyclosporine","psoriasis","DM","","http://www.drugbank.ca/drugs/DB00091","http://www.disease-ontology.org/term/DOID%3A8893"
"Cyclosporine","rheumatoid arthritis","DM","","http://www.drugbank.ca/drugs/DB00091","http://www.disease-ontology.org/term/DOID%3A7148"
"Cyclosporine","systemic lupus erythematosus","DM","","http://www.drugbank.ca/drugs/DB00091","http://www.disease-ontology.org/term/DOID%3A9074"
"Cyproheptadine","allergic rhinitis","DM","","http://www.drugbank.ca/drugs/DB00434","http://www.disease-ontology.org/term/DOID%3A4481"
"Cyproheptadine","migraine","SYM","","http://www.drugbank.ca/drugs/DB00434","http://www.disease-ontology.org/term/DOID%3A6364"
"Cyproheptadine","schizophrenia","SYM","","http://www.drugbank.ca/drugs/DB00434","http://www.disease-ontology.org/term/DOID%3A5419"
"Cytarabine","colon cancer","NOT","","http://www.drugbank.ca/drugs/DB00987","http://www.disease-ontology.org/term/DOID%3A219"
"Cytarabine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00987","http://www.disease-ontology.org/term/DOID%3A2531"
"Cytarabine","lymphatic system cancer","DM","","http://www.drugbank.ca/drugs/DB00987","http://www.disease-ontology.org/term/DOID%3A0060073"
"Cytarabine","meningioma","NOT","in research","http://www.drugbank.ca/drugs/DB00987","http://www.disease-ontology.org/term/DOID%3A3565"
"Dacarbazine","hematologic cancer","DM","","http://www.drugbank.ca/drugs/DB00851","http://www.disease-ontology.org/term/DOID%3A2531"
"Dacarbazine","melanoma","DM","","http://www.drugbank.ca/drugs/DB00851","http://www.disease-ontology.org/term/DOID%3A1909"
"Dacarbazine","muscle cancer","DM","","http://www.drugbank.ca/drugs/DB00851","http://www.disease-ontology.org/term/DOID%3A4045"
"Dacarbazine","pancreatic cancer","DM","","http://www.drugbank.ca/drugs/DB00851","http://www.disease-ontology.org/term/DOID%3A1793"
"Dacarbazine","peripheral nervous system neoplasm","DM","","http://www.drugbank.ca/drugs/DB00851","http://www.disease-ontology.org/term/DOID%3A1192"
"Dacarbazine","sarcoma","DM","","http://www.drugbank.ca/drugs/DB00851","http://www.disease-ontology.org/term/DOID%3A1115"
"Dacarbazine","skin cancer","DM","","http://www.drugbank.ca/drugs/DB00851","http://www.disease-ontology.org/term/DOID%3A4159"
"Dactinomycin","germ cell cancer","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A2994"
"Dactinomycin","kidney cancer","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A263"
"Dactinomycin","melanoma","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A1909"
"Dactinomycin","muscle cancer","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A4045"
"Dactinomycin","ocular cancer","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A2174"
"Dactinomycin","peripheral nervous system neoplasm","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A1192"
"Dactinomycin","sarcoma","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A1115"
"Dactinomycin","skin cancer","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A4159"
"Dactinomycin","testicular cancer","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A2998"
"Dactinomycin","uterine cancer","DM","","http://www.drugbank.ca/drugs/DB00970","http://www.disease-ontology.org/term/DOID%3A363"
"Dalfampridine","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB06637","http://www.disease-ontology.org/term/DOID%3A2377"
"Dantrolene","multiple sclerosis","SYM","","http://www.drugbank.ca/drugs/DB01219","http://www.disease-ontology.org/term/DOID%3A2377"
"Dapsone","leprosy","DM","","http://www.drugbank.ca/drugs/DB00250","http://www.disease-ontology.org/term/DOID%3A1024"
"Dapsone","malaria","DM","","http://www.drugbank.ca/drugs/DB00250","http://www.disease-ontology.org/term/DOID%3A12365"
